profile_name	profile_url_ru	biography_ru	collected_at
Алма Қараш	https://baytaq.kz/ru/candidates/karash-alma	Алма Караш — экономист, предприниматель в сфере производства и лёгкой промышленности, общественный деятель. Родилась в Алматинской области. Имеет образование в области экономики, технологии производства, технических наук и права. Трудовую деятельность начала в аппарате акима Алмалинского района Алматы, затем занимала руководящие должности в банках второго уровня Казахстана. С 2013 года развивает собственный бизнес, является учредителем производственной компании ALMATEXTILE и медицинского центра ADAL MEDPHARM. С 2022 года возглавляет филиал Национального объединения предприятий лёгкой промышленности Qaz Textile Industry по городу Алматы и Алматинской области. С 2025 года входит в Региональный совет Палаты предпринимателей «Атамекен» города Алматы и Совет по чистым производствам. С 2025 года является членом Казахстанской партии зелёных «Байтақ» и председателем Алматинского городского филиала партии. Активно занимается вопросами развития зелёной экономики, поддержки отечественного производства, охраны окружающей среды и повышения качества жизни населения. В 2026 году выдвинута кандидатом в депутаты Курултая от партии «Байтақ».	2026-08-16T22:58:05Z
Қамытбекова Сәуле Жайлауқызы	https://baytaq.kz/ru/candidates/kamytbekova-saule-zhaylaukyzy	Камытбекова Сауле Жайлауовна — юрист, магистр права, опытный специалист с многолетним стажем работы в судебной системе и государственных органах. Окончила Шымкентский педагогический институт имени М. Ауэзова, Международный казахско-турецкий университет имени Х.А. Ясави и магистратуру KAZGUU имени М. Нарикбаева по специальности «Правоведение». Профессиональную деятельность начала в сфере образования, затем работала в судебной системе и государственных органах. В разные годы занимала должности в Южно-Казахстанском областном суде, Администраторе судов города Астаны, Министерстве туризма и спорта Республики Казахстан, системе фонда «Самрук-Қазына». В 2008–2017 годах работала судьёй Актюбинского городского суда и Алматинского районного суда города Астаны. С 2017 года работает в Аппарате Парламента Республики Казахстан. В настоящее время занимает руководящую должность в Аппарате Мажилиса, курируя вопросы законодательства и взаимодействия с парламентскими комитетами. Награждена нагрудным знаком «Үш би», а также юбилейными медалями «Қазақстан Республикасының Тәуелсіздігіне 30 жыл» и «Қазақстан Республикасының Парламентіне 30 жыл».	2026-08-16T22:58:06Z
Руслан Мұратұлы	https://baytaq.kz/ru/candidates/muratuly-ruslan	Руслан Муратулы родился 10 февраля 1989 года в Байдибекском районе Туркестанской области. Имеет высшее образование, инженер-эколог. Окончил Шымкентский колледж по специальности «Строительство» и высшее учебное заведение по специальности «Химические вещества». В настоящее время обучается в магистратуре Южно-Казахстанского университета имени М. Ауэзова по образовательной программе «Технологии охраны окружающей среды». В 2008–2009 годах проходил срочную военную службу в Вооруженных силах Республики Казахстан. Трудовую деятельность начал инженером-строителем, затем работал диспетчером и мастером в сфере газового хозяйства. С 2019 года является директором ТОО «КазОйлЭнерджи». Под его руководством компания участвует в развитии инфраструктуры региона, создании новых рабочих мест и внедрении принципов экологической ответственности в производстве. С 2025 года является внештатным советником акима города Кентау по вопросам инвестиций, а также президентом Федерации джиу-джитсу Туркестанской области. Имеет практический опыт в сфере экологических технологий, производственной инженерии и регионального развития. Женат, воспитывает троих детей.	2026-08-16T22:58:07Z
Мамытов Нұрғали Киябайұлы	https://baytaq.kz/ru/candidates/mamytov-nurgalyy-kiyabaevich	Мамытов Нургали Киябаевич — доктор PhD, эксперт в области права, эколог и общественный деятель. Окончил юридический факультет Томского государственного университета. Трудовую деятельность начал в 1982 году следователем прокуратуры. Более 30 лет работал в органах прокуратуры, занимая ответственные должности, в том числе в Генеральной прокуратуре СССР, прокуратуре города Алматы, исполнял обязанности прокурора Северо-Казахстанской и Южно-Казахстанской областей. Позднее работал в Канцелярии Премьер-Министра Республики Казахстан и Администрации Президента Республики Казахстан. Почётный работник органов прокуратуры, кавалер ордена «Құрмет», награждён золотой медалью «За вклад в науку Республики Казахстан». Сертифицированный эксперт по разработке нормативных правовых актов, имеет образование в области экологии. Является автором ряда законопроектов, включая Закон «О реабилитации жертв политических репрессий». Свободно владеет казахским, русским, английским и немецким языками. Активно занимается общественной деятельностью и развитием шахматного спорта: возглавлял Федерацию шахмат Южно-Казахстанской области, инициировал открытие шахматного клуба в Шымкенте. Женат, воспитал троих детей.	2026-08-16T22:58:08Z
Мартель Владимир Александрович	https://baytaq.kz/ru/candidates/martel-vladimir-aleksandrovich	Мартель Владимир Александрович — юрист, общественный деятель и секретарь Казахстанской партии зелёных «Байтақ». Окончил юридический факультет Казахского государственного университета. Профессиональную деятельность начал в Министерстве юстиции Республики Казахстан, затем работал в Верховном Суде Республики Казахстан, аппарате акима Акмолинской области и Администрации Президента Республики Казахстан. В 1998–2004 годах занимал должность судьи Алматинского района города Астаны. Руководил юридической компанией, оказывавшей правовые услуги в сфере гражданско-правовых отношений. С 2022 года является активным членом Казахстанской партии зелёных «Байтақ», входит в состав Политического совета и Политического бюро, занимает должность секретаря партии. Является инициатором развития циркулярной экономики в Казахстане, продвижения эффективного управления вторичными ресурсами и сокращения использования одноразового пластика. По его инициативе в Астане был реализован проект по переработке изношенных автомобильных шин. Женат, воспитывает четверых детей. Ведёт здоровый образ жизни.	2026-08-16T22:58:09Z
Мұсаев Ұлан Жолдошбекович	https://baytaq.kz/ru/candidates/musaev-ulan-zholdoshbekovich	Мусаев Улан — общественный деятель, педагог и активный защитник прав людей с инвалидностью. Магистр религиоведения, переводчик арабского языка. С детства живёт с диагнозом детский церебральный паралич (ДЦП), однако сумел реализовать себя в общественной, образовательной и благотворительной деятельности. Окончил Казахский национальный университет имени аль-Фараби, где получил степени бакалавра и магистра по специальности «Религиоведение». С 2009 года работает учителем истории в школе-лицее №131 имени Бауыржана Момышулы города Алматы. В том же году основал общественное объединение «Біз сіздермен біргеміз» («Мы с вами вместе»), президентом которого является по настоящее время. Организация объединяет преимущественно людей с инвалидностью и реализует благотворительные, культурные и социальные проекты, направленные на поддержку людей с особыми потребностями. Является автором общественных проектов «Жүректен жүрекке», «Біз сіздермен біргеміз», «Көңілді думан», «Голос молодежи — Золотой микрофон», «Мы — за здоровый образ жизни!», способствующих развитию инклюзивной среды, культуры благотворительности и общественной активности. С 2020 года является советником акима Жетысуского района города Алматы по вопросам людей с инвалидностью. Занимается вопросами доступной среды, взаимодействием с государственными органами и реализацией социальных инициатив. За общественную, педагогическую и благотворительную деятельность неоднократно награждался благодарственными письмами, дипломами и общественными наградами, а также удостоен юбилейной медали «Қазақстан Тәуелсіздігіне 30 жыл».	2026-08-16T22:58:10Z
Махамбетова Назген Мансұрханқызы	https://baytaq.kz/ru/candidates/mahambetova-nazgen-mansurhankyzy	Махамбетова Назген Мансурхановна — эколог, руководитель в сфере охраны окружающей среды, эксперт в области экологической безопасности, промышленной экологии и устойчивого развития. Окончила Евразийский национальный университет имени Л.Н. Гумилева, получив степени бакалавра и магистра по специальности «Экология». Профессиональную деятельность начала в частных экологических организациях в качестве инженера-проектировщика и верификатора, занимаясь экологическим проектированием, разработкой природоохранной документации, подготовкой нормативов эмиссий и экологическим сопровождением промышленных предприятий. Позднее работала экспертом Управления экологического контроля Министерства экологии, геологии и природных ресурсов Республики Казахстан, где участвовала в реализации государственной экологической политики, совершенствовании системы экологического контроля и обеспечении соблюдения экологического законодательства. В настоящее время возглавляет отдел охраны окружающей среды ТОО «ПетроҚазақстан Ойл Продактс». Под её руководством реализуются проекты по обеспечению экологической безопасности производства, внедрению современных систем экологического мониторинга, организации производственного экологического контроля и снижению воздействия предприятия на окружающую среду. Активно участвует в общественной деятельности, поддерживая инициативы по развитию экологической культуры, повышению гражданской ответственности и продвижению принципов устойчивого развития. Является кандидатом от Казахстанской партии зелёных «БАЙТАҚ» и выступает за то, чтобы вопросы экологии занимали одно из ключевых мест в государственной политике.	2026-08-16T22:58:11Z
Ордабеков Алтай Еркебекұлы	https://baytaq.kz/ru/candidates/ordabekov-altay-erkebekovich	Ордабеков Алтай Еркебекович — юрист, финансист, руководитель и общественный деятель. Имеет два высших образования по специальностям «Юриспруденция» и «Финансы». Более двадцати лет работает в сфере государственного управления, привлечения инвестиций и развития бизнеса. Профессиональную деятельность начал в юридической сфере, затем работал в банковском секторе, инвестиционных организациях и крупных компаниях. В разные годы занимал руководящие должности в Социально-предпринимательской корпорации «Шымкент», управляющей компании специальной экономической зоны «TURKISTAN», а также в компаниях, реализующих инвестиционные, энергетические и инфраструктурные проекты. Принимал непосредственное участие в привлечении инвестиций, сопровождении проектов государственно-частного партнёрства и реализации крупных социальных и производственных проектов, включая проекты в сфере возобновляемых источников энергии. С 2025 года возглавляет Шымкентский городской филиал Казахстанской партии зелёных «БАЙТАҚ». В своей работе уделяет особое внимание вопросам экологии, озеленения города, улучшения качества воздуха, рационального использования водных ресурсов, формирования экологической культуры и вовлечения молодёжи в общественную деятельность. С февраля 2026 года является директором ТОО «BBi Project». Основными принципами своей деятельности считает открытость, ответственность и достижение конкретных результатов, полагая, что доверие людей формируется не обещаниями, а честным ежедневным трудом и реальными делами.	2026-08-16T22:58:13Z
Ордабеков Айдос Бахытжанұлы	https://baytaq.kz/ru/candidates/ordabekov-aydos-bahytzhanuly	Ордабеков Айдос Бахытжанулы — юрист, экономист и руководитель в сфере строительства. Имеет два высших образования по специальностям «Правоведение» и «Экономика». Трудовую деятельность начал в 2009 году. Работал в системе здравоохранения, в Управлении строительства города Шымкента и аппарате акима города. В 2019–2022 годах возглавлял отдел инфраструктуры и благоустройства аппарата акима Аль-Фарабийского района, где курировал проекты по развитию городской инфраструктуры, строительству дорог, модернизации инженерных сетей и благоустройству территорий. В дальнейшем занимал руководящие должности в частном строительном секторе. В настоящее время является директором ТОО «Достар Құрылыс». Является членом Казахстанской партии зелёных «Байтақ». Поддерживает принципы охраны окружающей среды, сохранения биологического разнообразия, рационального использования природных ресурсов и устойчивого развития. В своей общественной деятельности уделяет внимание вопросам экологической ответственности и развития региональной инфраструктуры.	2026-08-16T22:58:14Z
Сабырова Нұргүл Едігеқызы	https://baytaq.kz/ru/candidates/saburova-nurgul-edigeevna	Сабурова Нургуль Едигеевна — специалист в области гидрогеологии, инженерной геологии, геоэкологии и недропользования, магистр техники и технологий, эколог. Окончила Атырауский институт нефти и газа и Казахский национальный технический университет имени К.И. Сатпаева, получив квалификации инженера-геолога, гидрогеолога и эколога. Имеет степень магистра техники и технологий, в настоящее время завершает подготовку докторской диссертации в Satbayev University. Трудовую деятельность начала в ТОО «Атыраугидрогеология», пройдя путь от ведущего гидрогеолога до генерального директора. Под её руководством реализовано более 40 проектов по изучению и оценке запасов подземных вод Атырауской и Мангистауской областей, имеющих важное значение для обеспечения населения и промышленности качественными водными ресурсами. Является автором 14 изобретений и патентов в области гидрогеологии, водоснабжения и нефтедобычи. Результаты её научных исследований представлены на международных конференциях и конгрессах. Профессиональную деятельность посвящает вопросам рационального использования подземных вод, охраны окружающей среды и эффективного освоения природных ресурсов.	2026-08-16T22:58:15Z
Садинов Самат Қамысбайұлы	https://baytaq.kz/ru/candidates/sadinov-samat-kamysbaevich	Садинов Самат Камысбаевич родился в 1990 году. Имеет высшее образование по специальности «Электроэнергетика». Общий трудовой стаж — 15 лет. Женат, воспитывает троих детей. Профессиональную деятельность начал в сфере образования. Работая педагогом, уделял внимание не только качественному обучению молодежи, но и формированию патриотизма, ответственности и трудолюбия. Также занимал должность начальника производственного участка, где получил опыт организации производственных процессов, управления коллективом и обеспечения безопасности труда. С марта 2023 года является депутатом Кентауского городского маслихата. В депутатской деятельности занимается решением социальных, коммунальных, экологических и инфраструктурных вопросов жителей города. В настоящее время — заместитель председателя партии зеленых Казахстана «Байтақ» по южным регионам. Занимается вопросами развития экологической политики, зеленой экономики, защиты окружающей среды и повышения экологической культуры населения.	2026-08-16T22:58:17Z
Сағымбаев Таир Амантайұлы	https://baytaq.kz/ru/candidates/sagimbaev-tair-amantaevich	Сагимбаев Таир Амантаевич — специалист в сфере здравоохранения, врач-стоматолог, руководитель в области медицинского менеджмента. Родился 20 июня 1983 года в городе Актау Мангистауской области. В 2005 году окончил Актюбинскую государственную медицинскую академию имени М. Оспанова по специальности «Стоматология», получив квалификацию врача-стоматолога. В 2024 году окончил AlmaU, где получил степень магистра делового администрирования (MBA). Профессиональную деятельность начал в 2006 году врачом-стоматологом. За двадцать лет работы прошёл путь от практикующего врача до руководителя регионального филиала государственной структуры и директора сети медицинских клиник. Обладает значительным опытом в сфере организации здравоохранения, стратегического и антикризисного управления, а также операционного менеджмента. Награждён нагрудным знаком «Отличник стоматологии». Состоит на воинском учёте в звании лейтенанта медицинской службы. Семейное положение: женат, воспитывает сына.	2026-08-16T22:58:19Z
Серікбаев Айбол Үсенұлы	https://baytaq.kz/ru/candidates/serikbaev-aybol-usenovich	Серикбаев Айбол Усенович родился 3 апреля 1990 года в городе Кызылорда. Имеет высшее образование по специальностям «Техник-землеустроитель» и «Кадастр». Общий трудовой стаж — 16 лет 3 месяца. Женат, воспитывает четверых детей. Профессиональную деятельность начал в сфере землеустройства. Работал инженером-землеустроителем и специалистом в ТОО «Акпан-2003», Кызылординском областном филиале РГП «Научно-производственный центр земельного кадастра», а также в ТОО «КазНефтеГазКонсалтинг». В 2023-2024 годах занимался предпринимательской деятельностью. С 2024 года занимал должность заместителя директора ТОО «RS-ЖОЛ СЕРВИС». С 2025 года — исполнительный секретарь Кызылординского областного филиала партии зеленых «Байтақ» Казахстана. В рамках партийной деятельности участвует в развитии экологических инициатив, продвижении принципов устойчивого развития и защиты окружающей среды.	2026-08-16T22:58:21Z
Сексенова Айман Казиевна	https://baytaq.kz/ru/candidates/seksenova-ayman-kazievna	Сексенова Айман Казиевна — эколог, управленец и общественный деятель. Имеет более 20 лет профессионального опыта в сфере экологии, корпоративного управления и управления персоналом. Обладает международной квалификацией CHRP в области управления человеческими ресурсами, в настоящее время обучается по программе MBA. С 2020 года является директором ТОО Eco Madeniet, где реализует проекты в области охраны окружающей среды, экологического просвещения, устойчивого развития и корпоративной социальной ответственности. С 2023 года — депутат Актюбинского городского маслихата VIII созыва. В настоящее время возглавляет Актюбинский областной филиал Казахстанской партии зелёных «Байтақ». В своей профессиональной и общественной деятельности уделяет особое внимание вопросам экологической безопасности, сохранения природных ресурсов, совершенствования системы обращения с отходами и развития экологической культуры. Награждена государственными и ведомственными наградами за вклад в развитие экологии и общественную деятельность.	2026-08-16T22:58:23Z
Сқақов Ануарбек Ақылбекұлы	https://baytaq.kz/ru/candidates/skakov-anuarbek-adylbekovich	Скаков Ануарбек родился 13 октября 1980 года. Имеет высшее юридическое образование, окончил Восточно-Казахстанский государственный университет имени С. Аманжолова по специальности «Юриспруденция». В 2008-2018 годах занимал различные должности в сфере электроэнергетики и энергоснабжения в Восточно-Казахстанской области и городе Астане. С 2018 года — председатель Палаты юридических консультантов города Астаны. В рамках общественной деятельности занимается защитой прав граждан, пострадавших вследствие ядерных испытаний на Семипалатинском испытательном ядерном полигоне. С 2012 года взаимодействует с государственными органами и общественными организациями по вопросам восстановления прав пострадавших граждан. В 2016 году инициировал судебные процессы по восстановлению права на меры социальной поддержки, предусмотренные законодательством РК. В 2023 году выступил инициатором обращения в Конституционный суд Республики Казахстан. Является членом Совета по барьерам Агентства по защите и развитию конкуренции РК (с 2020 года), членом Совета по защите прав предпринимателей и противодействию коррупции Палаты предпринимателей города Астаны (с 2023 года), членом Судебного жюри при Высшем судебном совете РК (с 2025 года). Награжден медалями «Әділет органдары жүйесін дамытуға қосқан үлесі үшін» и «Шапағат».	2026-08-16T22:58:24Z
Тұртаев Алмат Керімбайұлы	https://baytaq.kz/ru/candidates/turtaev-almat-kerimbaevich	Туртаев Алмат родился 20 апреля 1969 года в семье офицера. Детство и юность провел в Алматы. Окончил Санкт-Петербургский государственный торгово-экономический институт. В 1987–1989 годах проходил службу в рядах Советской армии. Трудовую деятельность начал экономистом в коммерческой компании в Алматы. В 1996 году перешел на работу в Государственный банк развития Республики Казахстан (Государственный экспортно-импортный банк Казахстана), где прошел путь от специалиста до первого заместителя председателя правления. В 1997–1999 годах участвовал в работе Государственной комиссии по переносу столицы Казахстана в Астану. С 2001 года работал в АО «Казкоммерцбанк» в должностях управляющего директора, члена Правления, члена Коммерческой дирекции и руководителя Кредитного комитета. С 2005 года являлся партнером инвестиционных компаний, реализующих проекты в нефтяной, промышленной, продовольственной отраслях и сфере недвижимости. В 2005–2015 годах возглавлял компанию «Москоммерцинвест» в Москве. Имеет большой опыт в сфере инвестиций, финансов, нефтегазовой отрасли, строительства, гостиничного бизнеса и управления недвижимостью. Получил степень MBA в Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации (РАНХиГС). В настоящее время является миноритарным акционером и руководителем компании в сфере консалтинга и управления недвижимостью. Женат, воспитывает троих детей.	2026-08-16T22:58:25Z
Тұртаев Болат Талғасұлы	https://baytaq.kz/ru/candidates/turtaev-bolat-talgasuly	Туртаев Болат — инженер-нефтяник, специалист по разработке месторождений и руководитель производственного подразделения. Имеет 12-летний опыт работы в нефтегазовой отрасли Казахстана. Родился в Алматы. Окончил Республиканскую физико-математическую школу имени О. А. Жаутыкова. Продолжил образование в Великобритании, где окончил Ackworth School и Университет Портсмута по специальности «Нефтяная инженерия» (Petroleum Engineering). Опыт обучения и жизни за рубежом сформировал профессиональный подход к вопросам устойчивого развития и ответственного отношения к окружающей среде. После возвращения в Казахстан начал карьеру инженером в Инженерном центре АО «Разведка Добыча КазМунайГаз» в Актау. Работал в АО «КазНИПИмунайгаз» и ТОО «КМГ Инжиниринг», занимаясь проектированием разработки месторождений, гидродинамическим моделированием и подготовкой геолого-технических мероприятий. Прошел путь от специалиста до ведущего и старшего инженера. В настоящее время возглавляет отдел бурения и капитального ремонта скважин в частной нефтяной компании в Кызылординской области. Отвечает за производственные программы, бюджеты, взаимодействие с подрядными организациями и вопросы промышленной безопасности. Параллельно получает степень MBA в SBS Swiss Business School (Швейцария), сочетая инженерный опыт с управленческими знаниями. Член Казахстанской партии зелёных «Байтақ», кандидат в депутаты Курултая. Выступает за развитие зелёной энергетики, ответственное недропользование, решение вопросов водного дефицита и восстановление экологического баланса регионов. С юности занимается футболом и боксом. В профессиональной деятельности отличается аналитическим мышлением, вниманием к фактам и умением принимать решения в сложных производственных условиях.	2026-08-16T22:58:27Z
Файзулин Тамирлан Банияминұлы	https://baytaq.kz/ru/candidates/fayzulin-tamirlan-baniyaminovich	Файзулин Тамирлан Банияминович родился 20 августа 1990 года в Жетысуской области. Всю жизнь связан с Талдыкорганом, где живёт и работает. Имеет образование в сфере экономики и финансов. В 2010 году окончил Талдыкорганский гуманитарно-экономический колледж по специальности «Финансы», в 2014 году — Казахский экономический университет имени Т. Рыскулова, получив квалификацию экономиста. Профессиональную деятельность начал на государственной службе в акимате города Талдыкоргана, где занимался вопросами поддержки местного предпринимательства. Позже работал в производственной сфере, отвечая за организацию работы участка и управление производственными процессами. С 2019 года занимается предпринимательской деятельностью. Развивает проекты в Жетысуской области в сфере строительства социального жилья, рыбоводства и природного туризма, направленные на развитие региона и создание рабочих мест. Член партии зеленых Казахстана «Байтақ». Возглавляет предвыборный штаб партии по Жетысуской области, кандидат в депутаты Құрылтая. Выступает за устойчивое развитие региона, ответственное использование природных ресурсов и повышение качества жизни населения. Женат, воспитывает двоих детей. Владеет казахским, русским, татарским и английским языками.	2026-08-16T22:58:29Z
Ысматуллаев Руслан Серікұлы	https://baytaq.kz/ru/candidates/ysmatullaev-ruslan-serikuly	Ысматуллаев Руслан Серикович родился 1 января 1990 года в Жанакорганском районе Кызылординской области. Имеет высшее образование по специальностям «Техник-землеустроитель», «Кадастр» и «Юриспруденция». Общий трудовой стаж — 14 лет. Женат, воспитывает четверых детей. Профессиональную деятельность начал в сфере землеустройства. Работал инженером-землеустроителем в ТОО «АИС Қызылорда» и ТОО «КазНефтеГазКонсалтинг». В 2015-2019 годах занимал должность главного специалиста отдела земельных отношений города Кызылорды. С 2021 года — директор ТОО «RS-ЖОЛ СЕРВИС». С 2025 года — председатель Кызылординского областного филиала партии зеленых Казахстана «Байтақ». В рамках партийной деятельности занимается развитием экологических инициатив, вопросами защиты окружающей среды и продвижением принципов устойчивого развития региона.	2026-08-16T22:58:30Z
Өміртай Амалбек Дәркенұлы	https://baytaq.kz/ru/candidates/omirtay-amalbek-darkenuly	Амалбек Даркенулы — экономист, государственный управленец и общественный деятель. Доктор философии (PhD), имеет значительный опыт работы в сфере государственного управления, привлечения инвестиций, молодежной политики и культуры. В 2015 году окончил Казахский национальный университет имени аль-Фараби по специальности «Мировая экономика», получив степень бакалавра. В 2017 году завершил обучение в магистратуре, а в 2021 году — в докторантуре. Трудовую деятельность начал в АО «ПетроКазахстан» в должности инспектора по кадрам и документообороту. В дальнейшем работал в Министерстве национальной экономики Республики Казахстан, занимал должность заместителя директора Алматинского государственного колледжа сервиса и технологий, а также преподавал в Казахском национальном университете имени аль-Фараби. В 2018–2022 годах занимал должности директора АО «Turkistan Invest», руководителя Молодежного ресурсного центра Туркестанской области и руководителя аппарата акима города Кентау. В этот период участвовал в реализации проектов по привлечению инвестиций, развитию молодежной политики и совершенствованию государственного управления. В 2023–2025 годах работал заместителем директора РГКП «Национальный музей Республики Казахстан» Комитета культуры Министерства культуры и информации Республики Казахстан. В настоящее время является руководителем аппарата акима Толебийского района Туркестанской области.	2026-08-16T22:58:31Z
